Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2021-07-10 11:05:50;"Push";"Overhead Press (Barbell)";1;45;lbs;5;;;;0;"";"shoulder dominant push day";2h 4m
2021-07-10 11:05:50;"Push";"Overhead Press (Barbell)";2;65;lbs;5;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Overhead Press (Barbell)";3;75;lbs;5;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Overhead Press (Barbell)";4;75;lbs;8;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Overhead Press (Barbell)";5;95;lbs;5;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Bench Press (Barbell)";1;95;lbs;10;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Bench Press (Barbell)";2;135;lbs;10;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Bench Press (Barbell)";3;155;lbs;5;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Barbell)";1;95;lbs;12;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Barbell)";2;115;lbs;6;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Barbell)";3;105;lbs;8;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Landmine shoulder press";1;25;lbs;12;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Landmine shoulder press";2;30;lbs;8;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Landmine shoulder press";3;30;lbs;12;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Triceps Extension (Dumbbell)";1;25;lbs;12;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Triceps Extension (Dumbbell)";2;25;lbs;12;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Triceps Extension (Dumbbell)";3;25;lbs;15;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Triceps Extension";1;3;lbs;8;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Triceps Extension";2;3;lbs;12;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Triceps Extension";3;3;lbs;15;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Dumbbell)";1;50;lbs;12;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Dumbbell)";2;50;lbs;12;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Dumbbell)";3;50;lbs;12;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Cable)";1;2;lbs;10;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Cable)";2;2;lbs;12;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Incline Bench Press (Cable)";3;2;lbs;12;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Lateral Raise (Dumbbell)";1;10;lbs;15;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Lateral Raise (Dumbbell)";2;10;lbs;15;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Lateral Raise (Dumbbell)";3;25;lbs;5;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Lateral Raise (Band)";1;2;lbs;12;;;;0;"";;2h 4m
2021-07-10 11:05:50;"Push";"Lateral Raise (Band)";2;2;lbs;10;;;;0;;;2h 4m
2021-07-10 11:05:50;"Push";"Lateral Raise (Band)";3;2;lbs;12;;;;0;;;2h 4m
2021-07-11 13:27:02;"Pull";"Deadlift (Barbell)";1;135;lbs;10;;;;0;"";"deadlift pullday";2h 11m
2021-07-11 13:27:02;"Pull";"Deadlift (Barbell)";2;155;lbs;5;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Deadlift (Barbell)";3;185;lbs;5;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Deadlift (Barbell)";4;185;lbs;5;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Pull Up";1;0;lbs;12;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Pull Up";2;0;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Pull Up";3;0;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Inverted Row (Bodyweight)";1;;;12;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Inverted Row (Bodyweight)";2;;;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Inverted Row (Bodyweight)";3;;;15;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Bent Over Row (Dumbbell)";1;25;lbs;12;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Bent Over Row (Dumbbell)";2;25;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Bent Over Row (Dumbbell)";3;25;lbs;15;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Fly (Dumbbell)";1;10;lbs;12;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Fly (Dumbbell)";2;10;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Fly (Dumbbell)";3;10;lbs;15;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Fly (Cable)";1;2;lbs;12;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Fly (Cable)";2;2;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Fly (Cable)";3;2;lbs;15;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Curl (Barbell)";1;45;lbs;12;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Curl (Barbell)";2;65;lbs;8;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Reverse Curl (Barbell)";3;65;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Bicep Curl (Barbell)";1;65;lbs;10;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Bicep Curl (Barbell)";2;65;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Bicep Curl (Barbell)";3;75;lbs;10;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Hammer Curl (Dumbbell)";1;25;lbs;12;;;;0;"";;2h 11m
2021-07-11 13:27:02;"Pull";"Hammer Curl (Dumbbell)";2;25;lbs;12;;;;0;;;2h 11m
2021-07-11 13:27:02;"Pull";"Hammer Curl (Dumbbell)";3;25;lbs;12;;;;0;;;2h 11m
2021-07-12 17:40:11;"Legs";"Squat (Barbell)";1;95;lbs;10;;;;0;"";"kms";1h 22m
2021-07-12 17:40:11;"Legs";"Squat (Barbell)";2;135;lbs;5;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Squat (Barbell)";3;135;lbs;5;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Squat (Barbell)";4;155;lbs;5;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Squat (Barbell)";5;165;lbs;5;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Squat (Barbell)";6;165;lbs;5;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Romanian Deadlift (Barbell)";1;135;lbs;10;;;;0;"";;1h 22m
2021-07-12 17:40:11;"Legs";"Romanian Deadlift (Barbell)";2;135;lbs;10;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Romanian Deadlift (Barbell)";3;155;lbs;10;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Standing Calf Raise (Bodyweight)";1;;;12;;;;0;"";;1h 22m
2021-07-12 17:40:11;"Legs";"Standing Calf Raise (Bodyweight)";2;;;15;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Standing Calf Raise (Bodyweight)";3;;;15;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Hanging Leg Raise";1;0;lbs;8;;;;0;"";;1h 22m
2021-07-12 17:40:11;"Legs";"Hanging Leg Raise";2;0;lbs;10;;;;0;;;1h 22m
2021-07-12 17:40:11;"Legs";"Hanging Leg Raise";3;0;lbs;8;;;;0;;;1h 22m
2021-07-13 11:21:29;"Push shoulder";"Bench Press (Barbell)";1;95;lbs;10;;;;0;"";"";6h 28m
2021-07-13 11:21:29;"Push shoulder";"Bench Press (Barbell)";2;135;lbs;8;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Bench Press (Barbell)";3;155;lbs;5;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Bench Press (Barbell)";4;145;lbs;5;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Bench Press (Barbell)";5;145;lbs;5;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Bench Press (Barbell)";6;145;lbs;5;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Overhead Press (Barbell)";1;45;lbs;10;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Overhead Press (Barbell)";2;65;lbs;10;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Overhead Press (Barbell)";3;75;lbs;8;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Overhead Press (Barbell)";4;75;lbs;10;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Barbell)";1;75;lbs;12;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Barbell)";2;105;lbs;10;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Barbell)";3;105;lbs;10;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Landmine shoulder press";1;25;lbs;12;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Landmine shoulder press";2;25;lbs;12;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Landmine shoulder press";3;30;lbs;12;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Triceps Extension (Dumbbell)";1;25;lbs;12;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Triceps Extension (Dumbbell)";2;25;lbs;12;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Triceps Extension (Dumbbell)";3;25;lbs;15;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Triceps Extension";1;3;lbs;10;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Triceps Extension";2;3;lbs;12;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Triceps Extension";3;3;lbs;15;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Dumbbell)";1;50;lbs;12;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Dumbbell)";2;50;lbs;15;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Dumbbell)";3;50;lbs;15;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Cable)";1;2;lbs;12;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Cable)";2;2;lbs;12;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Incline Bench Press (Cable)";3;2;lbs;15;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Lateral Raise (Dumbbell)";1;10;lbs;15;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Lateral Raise (Dumbbell)";2;10;lbs;15;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Lateral Raise (Dumbbell)";3;25;lbs;5;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Lateral Raise (Band)";1;2;lbs;12;;;;0;"";;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Lateral Raise (Band)";2;2;lbs;10;;;;0;;;6h 28m
2021-07-13 11:21:29;"Push shoulder";"Lateral Raise (Band)";3;2;lbs;12;;;;0;;;6h 28m
2021-07-14 09:29:40;"Pull row";"Pull Up";1;0;lbs;12;;;;0;"";"";4h 53m
2021-07-14 09:29:40;"Pull row";"Pull Up";2;0;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Pull Up";3;0;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Bent Over Row (Barbell)";1;95;lbs;12;;;;0;"";;4h 53m
2021-07-14 09:29:40;"Pull row";"Bent Over Row (Barbell)";2;95;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Bent Over Row (Barbell)";3;105;lbs;8;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Bent Over Row (Barbell)";4;105;lbs;8;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Inverted Row (Bodyweight)";1;;;15;;;;0;"";;4h 53m
2021-07-14 09:29:40;"Pull row";"Inverted Row (Bodyweight)";2;;;15;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Inverted Row (Bodyweight)";3;;;15;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Bent Over Row (Dumbbell)";1;25;lbs;12;;;;0;"";;4h 53m
2021-07-14 09:29:40;"Pull row";"Bent Over Row (Dumbbell)";2;25;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Bent Over Row (Dumbbell)";3;25;lbs;15;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Fly (Dumbbell)";1;10;lbs;12;;;;0;"";;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Fly (Dumbbell)";2;10;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Fly (Dumbbell)";3;10;lbs;15;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Fly (Cable)";1;2;lbs;12;;;;0;"";;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Fly (Cable)";2;2;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Fly (Cable)";3;2;lbs;15;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Curl (Barbell)";1;45;lbs;12;;;;0;"";;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Curl (Barbell)";2;55;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Reverse Curl (Barbell)";3;65;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Bicep Curl (Barbell)";1;65;lbs;12;;;;0;"";;4h 53m
2021-07-14 09:29:40;"Pull row";"Bicep Curl (Barbell)";2;65;lbs;12;;;;0;;;4h 53m
2021-07-14 09:29:40;"Pull row";"Bicep Curl (Barbell)";3;75;lbs;10;;;;0;;;4h 53m
2021-07-15 14:03:57;"Legs";"Squat (Barbell)";1;95;lbs;10;;;;0;"";"kms";2h 12m
2021-07-15 14:03:57;"Legs";"Squat (Barbell)";2;135;lbs;5;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Squat (Barbell)";3;155;lbs;5;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Squat (Barbell)";4;155;lbs;5;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Hip Thrust (Bodyweight)";1;;;12;;;;0;"";;2h 12m
2021-07-15 14:03:57;"Legs";"Hip Thrust (Bodyweight)";2;;;12;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Hip Thrust (Bodyweight)";3;;;12;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Romanian Deadlift (Barbell)";1;135;lbs;12;;;;0;"";;2h 12m
2021-07-15 14:03:57;"Legs";"Romanian Deadlift (Barbell)";2;135;lbs;12;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Romanian Deadlift (Barbell)";3;155;lbs;10;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Standing Calf Raise (Bodyweight)";1;;;12;;;;0;"";;2h 12m
2021-07-15 14:03:57;"Legs";"Standing Calf Raise (Bodyweight)";2;;;15;;;;0;;;2h 12m
2021-07-15 14:03:57;"Legs";"Standing Calf Raise (Bodyweight)";3;;;15;;;;0;;;2h 12m
2021-07-16 11:15:09;"Shoulder push";"Overhead Press (Barbell)";1;45;lbs;12;;;;0;"";"shoulder dominant push day";5h 55m
2021-07-16 11:15:09;"Shoulder push";"Overhead Press (Barbell)";2;65;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Overhead Press (Barbell)";3;75;lbs;10;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Overhead Press (Barbell)";4;75;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Overhead Press (Barbell)";5;95;lbs;5;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Bench Press (Barbell)";1;95;lbs;10;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Bench Press (Barbell)";2;135;lbs;10;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Bench Press (Barbell)";3;145;lbs;8;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Barbell)";1;95;lbs;12;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Barbell)";2;115;lbs;8;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Barbell)";3;115;lbs;8;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Landmine shoulder press";1;25;lbs;12;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Landmine shoulder press";2;30;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Landmine shoulder press";3;30;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Triceps Extension (Dumbbell)";1;25;lbs;12;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Triceps Extension (Dumbbell)";2;25;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Triceps Extension (Dumbbell)";3;25;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Triceps Extension";1;3;lbs;8;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Triceps Extension";2;3;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Triceps Extension";3;3;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Dumbbell)";1;50;lbs;12;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Dumbbell)";2;50;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Dumbbell)";3;50;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Cable)";1;2;lbs;12;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Cable)";2;2;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Incline Bench Press (Cable)";3;2;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Lateral Raise (Dumbbell)";1;10;lbs;15;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Lateral Raise (Dumbbell)";2;10;lbs;15;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Lateral Raise (Dumbbell)";3;25;lbs;5;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Lateral Raise (Band)";1;2;lbs;12;;;;0;"";;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Lateral Raise (Band)";2;2;lbs;12;;;;0;;;5h 55m
2021-07-16 11:15:09;"Shoulder push";"Lateral Raise (Band)";3;2;lbs;12;;;;0;;;5h 55m
2021-07-17 10:23:26;"Pull";"Deadlift (Barbell)";1;135;lbs;10;;;;0;"";"deadlift pullday";2h 50m
2021-07-17 10:23:26;"Pull";"Deadlift (Barbell)";2;155;lbs;5;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Deadlift (Barbell)";3;185;lbs;5;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Deadlift (Barbell)";4;185;lbs;5;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Pull Up";1;0;lbs;15;;;;0;"First 2 sets banded";;2h 50m
2021-07-17 10:23:26;"Pull";"Pull Up";2;0;lbs;15;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Pull Up";3;0;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Inverted Row (Bodyweight)";1;;;12;;;;0;"";;2h 50m
2021-07-17 10:23:26;"Pull";"Inverted Row (Bodyweight)";2;;;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Inverted Row (Bodyweight)";3;;;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Bent Over Row (Dumbbell)";1;25;lbs;12;;;;0;"";;2h 50m
2021-07-17 10:23:26;"Pull";"Bent Over Row (Dumbbell)";2;25;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Bent Over Row (Dumbbell)";3;25;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Dumbbell)";1;10;lbs;12;;;;0;"";;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Dumbbell)";2;10;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Dumbbell)";3;10;lbs;15;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Cable)";1;2;lbs;12;;;;0;"Half of these were facepulls half single hand reverse fly";;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Cable)";2;2;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Cable)";3;2;lbs;15;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Cable)";4;2;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Cable)";5;2;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Fly (Cable)";6;2;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Curl (Barbell)";1;45;lbs;12;;;;0;"";;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Curl (Barbell)";2;55;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Reverse Curl (Barbell)";3;65;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Bicep Curl (Barbell)";1;65;lbs;12;;;;0;"";;2h 50m
2021-07-17 10:23:26;"Pull";"Bicep Curl (Barbell)";2;65;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Bicep Curl (Barbell)";3;65;lbs;12;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Hammer Curl (Dumbbell)";1;25;lbs;16;;;;0;"";;2h 50m
2021-07-17 10:23:26;"Pull";"Hammer Curl (Dumbbell)";2;25;lbs;16;;;;0;;;2h 50m
2021-07-17 10:23:26;"Pull";"Hammer Curl (Dumbbell)";3;25;lbs;16;;;;0;;;2h 50m
2021-07-19 19:41:16;"Legs";"Squat (Barbell)";1;65;lbs;10;;;;0;"";"kms";8m
2021-07-19 19:41:16;"Legs";"Squat (Barbell)";2;135;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Squat (Barbell)";3;135;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Squat (Barbell)";4;155;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Squat (Barbell)";5;155;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Squat (Barbell)";6;185;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Squat (Barbell)";7;185;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Hip Thrust (Bodyweight)";1;;;12;;;;0;"";;8m
2021-07-19 19:41:16;"Legs";"Hip Thrust (Bodyweight)";2;;;12;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Hip Thrust (Bodyweight)";3;;;12;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Hip Thrust (Bodyweight)";4;;;12;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Deadlift (Barbell)";1;135;lbs;5;;;;0;"";;8m
2021-07-19 19:41:16;"Legs";"Deadlift (Barbell)";2;155;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Deadlift (Barbell)";3;175;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Deadlift (Barbell)";4;195;lbs;5;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Standing Calf Raise (Bodyweight)";1;;;12;;;;0;"";;8m
2021-07-19 19:41:16;"Legs";"Standing Calf Raise (Bodyweight)";2;;;15;;;;0;;;8m
2021-07-19 19:41:16;"Legs";"Standing Calf Raise (Bodyweight)";3;;;15;;;;0;;;8m
2021-07-20 12:46:27;"Push shoulder";"Bench Press (Barbell)";1;95;lbs;10;;;;0;"";"";7h 49m
2021-07-20 12:46:27;"Push shoulder";"Bench Press (Barbell)";2;135;lbs;10;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Bench Press (Barbell)";3;155;lbs;5;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Bench Press (Barbell)";4;135;lbs;10;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Bench Press (Barbell)";5;135;lbs;10;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Bench Press (Barbell)";6;145;lbs;5;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Overhead Press (Barbell)";1;45;lbs;10;;;;0;"";;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Overhead Press (Barbell)";2;65;lbs;12;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Overhead Press (Barbell)";3;75;lbs;8;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Overhead Press (Barbell)";4;75;lbs;10;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Incline Bench Press (Dumbbell)";1;80;lbs;12;;;;0;"";;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Incline Bench Press (Dumbbell)";2;80;lbs;12;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Incline Bench Press (Dumbbell)";3;80;lbs;10;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Incline Bench Press (Cable)";1;2;lbs;12;;;;0;"";;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Incline Bench Press (Cable)";2;2;lbs;12;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Incline Bench Press (Cable)";3;2;lbs;12;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Landmine shoulder press";1;25;lbs;12;;;;0;"";;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Landmine shoulder press";2;25;lbs;12;;;;0;;;7h 49m
2021-07-20 12:46:27;"Push shoulder";"Landmine shoulder press";3;25;lbs;12;;;;0;;;7h 49m
